Country.Name,Country.Code,Region,IncomeGroup,year,pop_total,perc_urban_pop,pop_in_largest_city,GDP_in_USD
Australia,AUS,East Asia & Pacific,High income,1964,11167000,82.792,2336856,23764139321.3126
Australia,AUS,East Asia & Pacific,High income,1965,11388000,83.068,2390224,25936835031.9185
Australia,AUS,East Asia & Pacific,High income,1966,11651000,83.34,2445016,27268451114.3465
Australia,AUS,East Asia & Pacific,High income,1967,11799000,83.507,2549933,30397580916.116
Australia,AUS,East Asia & Pacific,High income,1968,12009000,83.672,2659506,32665472057.3412
Australia,AUS,East Asia & Pacific,High income,1969,12263000,83.836,2773466,36628961809.8331
Australia,AUS,East Asia & Pacific,High income,1970,12507000,83.999,2892477,41271138985.3287
Australia,AUS,East Asia & Pacific,High income,1971,12937000,84.16,3016037,45149512823.3845
Australia,AUS,East Asia & Pacific,High income,1972,13177000,84.32,3041223,51967289719.6262
Australia,AUS,East Asia & Pacific,High income,1973,13380000,84.478,3066549,63737347853.9398
Australia,AUS,East Asia & Pacific,High income,1974,13723000,84.636,3092121,88831245394.252
Australia,AUS,East Asia & Pacific,High income,1975,13893000,84.792,3117906,97171924074.8327
Australia,AUS,East Asia & Pacific,High income,1976,14033000,84.947,3143945,104921215177.108
Australia,AUS,East Asia & Pacific,High income,1977,14192000,85.1,3170608,110201881165.405
Australia,AUS,East Asia & Pacific,High income,1978,14358000,85.252,3197534,118338596886.984
Australia,AUS,East Asia & Pacific,High income,1979,14514000,85.403,3224688,134712029989.776
Australia,AUS,East Asia & Pacific,High income,1980,14692000,85.552,3252111,149776044568.245
Australia,AUS,East Asia & Pacific,High income,1981,14927000,85.7,3279743,176642284918.147
Australia,AUS,East Asia & Pacific,High income,1982,15178000,85.67,3317267,193770274743.462
Australia,AUS,East Asia & Pacific,High income,1983,15369000,85.641,3355221,177030416471.689
Australia,AUS,East Asia & Pacific,High income,1984,15544000,85.611,3393661,193242166274.226
Australia,AUS,East Asia & Pacific,High income,1985,15758000,85.582,3432435,180235483623.533
Australia,AUS,East Asia & Pacific,High income,1986,16018400,85.552,3471704,182036933407.946
Australia,AUS,East Asia & Pacific,High income,1987,16263900,85.522,3511087,189061672842.774
Australia,AUS,East Asia & Pacific,High income,1988,16532200,85.493,3550973,235658469150.175
Australia,AUS,East Asia & Pacific,High income,1989,16814400,85.463,3591200,299272046250.305
Australia,AUS,East Asia & Pacific,High income,1990,17065100,85.433,3631940,310781069642.17
Australia,AUS,East Asia & Pacific,High income,1991,17284000,85.403,3673110,325315909269.288
Australia,AUS,East Asia & Pacific,High income,1992,17495000,85.285,3709165,324884257479.043
Australia,AUS,East Asia & Pacific,High income,1993,17667000,85.157,3745472,311549325463.744
Australia,AUS,East Asia & Pacific,High income,1994,17855000,85.028,3782186,322213766862.677
Australia,AUS,East Asia & Pacific,High income,1995,18072000,84.898,3819260,367216364716.365
Australia,AUS,East Asia & Pacific,High income,1996,18311000,84.767,3856593,400302731411.229
Australia,AUS,East Asia & Pacific,High income,1997,18517000,84.636,3837252,434568007512.913
Australia,AUS,East Asia & Pacific,High income,1998,18711000,84.503,3817981,398899138574.239
Australia,AUS,East Asia & Pacific,High income,1999,18926000,84.37,3798807,388608221581.652
Australia,AUS,East Asia & Pacific,High income,2000,19153000,84.235,3779704,415222633925.768
Australia,AUS,East Asia & Pacific,High income,2001,19413000,84.1,3760877,378376086723.194
Australia,AUS,East Asia & Pacific,High income,2002,19651400,84.222,3789046,394648911678.527
Australia,AUS,East Asia & Pacific,High income,2003,19895400,84.343,3817426,466488060570.763
Australia,AUS,East Asia & Pacific,High income,2004,20127400,84.463,3846058,612490396927.017
Australia,AUS,East Asia & Pacific,High income,2005,20394800,84.582,3874825,693407758231.845
Australia,AUS,East Asia & Pacific,High income,2006,20697900,84.7,3903942,746054207846.661
Australia,AUS,East Asia & Pacific,High income,2007,20827600,84.822,3967807,853099630996.31
Australia,AUS,East Asia & Pacific,High income,2008,21249200,84.943,4032807,1053995523724.26
Australia,AUS,East Asia & Pacific,High income,2009,21691700,85.063,4098688,927805183330.879
Australia,AUS,East Asia & Pacific,High income,2010,22031750,85.182,4165739,1146138465603.81
Australia,AUS,East Asia & Pacific,High income,2011,22340024,85.3,4233904,1396649906339.35
Australia,AUS,East Asia & Pacific,High income,2012,22733465,85.402,4309560,1546151783872.96
Australia,AUS,East Asia & Pacific,High income,2013,23128129,85.502,4386354,1576184467015.49
Australia,AUS,East Asia & Pacific,High income,2014,23475686,85.602,4464625,1467483705131.74
Australia,AUS,East Asia & Pacific,High income,2015,23815995,85.701,4544293,1351693984524.5
Australia,AUS,East Asia & Pacific,High income,2016,24190907,85.8,4625496,1208846993739.99
Australia,AUS,East Asia & Pacific,High income,2017,24601860,85.904,4708150,1329188475752.32
Australia,AUS,East Asia & Pacific,High income,2018,24982688,86.012,4792281,1432881172002.17
Australia,AUS,East Asia & Pacific,High income,2019,25364307,86.124,4870388,1396567014733.23
Australia,AUS,East Asia & Pacific,High income,2020,NA,NA,NA,NA
Brunei Darussalam,BRN,East Asia & Pacific,High income,1960,81702,43.401,NA,NA
Brunei Darussalam,BRN,East Asia & Pacific,High income,1961,85562,45.228,NA,NA
Brunei Darussalam,BRN,East Asia & Pacific,High income,1962,89481,47.07,NA,NA
Brunei Darussalam,BRN,East Asia & Pacific,High income,1963,93540,48.92,NA,NA
Brunei Darussalam,BRN,East Asia & Pacific,High income,1964,97812,50.776,NA,NA
Brunei Darussalam,BRN,East Asia & Pacific,High income,1965,102386,52.625,NA,114040245.655299
Brunei Darussalam,BRN,East Asia & Pacific,High income,1966,107274,54.469,NA,132758395.400497
Brunei Darussalam,BRN,East Asia & Pacific,High income,1967,112448,56.3,NA,139030445.576898
Brunei Darussalam,BRN,East Asia & Pacific,High income,1968,117898,58.118,NA,160819286.554292
Brunei Darussalam,BRN,East Asia & Pacific,High income,1969,123600,59.908,NA,161211289.690318
Brunei Darussalam,BRN,East Asia & Pacific,High income,1970,129529,61.675,NA,179080099.307461
Brunei Darussalam,BRN,East Asia & Pacific,High income,1971,135671,63.412,NA,197523179.241883
Brunei Darussalam,BRN,East Asia & Pacific,High income,1972,142022,63.736,NA,270818555.823521
Brunei Darussalam,BRN,East Asia & Pacific,High income,1973,148512,63.889,NA,433092003.579273
Brunei Darussalam,BRN,East Asia & Pacific,High income,1974,155072,64.041,NA,1073577085.64159
Brunei Darussalam,BRN,East Asia & Pacific,High income,1975,161626,64.193,NA,1168304305.65513
Brunei Darussalam,BRN,East Asia & Pacific,High income,1976,168181,64.345,NA,1423061356.64562
Brunei Darussalam,BRN,East Asia & Pacific,High income,1977,174714,64.496,NA,1732721160.94122
Brunei Darussalam,BRN,East Asia & Pacific,High income,1978,181205,64.647,NA,1941600703.60598
Brunei Darussalam,BRN,East Asia & Pacific,High income,1979,187604,64.798,NA,2803780005.51826
Brunei Darussalam,BRN,East Asia & Pacific,High income,1980,193879,64.949,NA,4928824957.96749
Brunei Darussalam,BRN,East Asia & Pacific,High income,1981,200021,65.099,NA,4366213849.57637
Brunei Darussalam,BRN,East Asia & Pacific,High income,1982,206065,65.249,NA,4264252336.4486
Brunei Darussalam,BRN,East Asia & Pacific,High income,1983,212076,65.399,NA,3844723142.45149
Brunei Darussalam,BRN,East Asia & Pacific,High income,1984,218175,65.548,NA,3782523088.4628
Brunei Darussalam,BRN,East Asia & Pacific,High income,1985,224449,65.697,NA,3523612563.06532
Brunei Darussalam,BRN,East Asia & Pacific,High income,1986,230915,65.846,NA,2358592817.12134
Brunei Darussalam,BRN,East Asia & Pacific,High income,1987,237563,65.994,NA,2754463437.79677
Brunei Darussalam,BRN,East Asia & Pacific,High income,1988,244404,66.143,NA,2690717551.18267
Brunei Darussalam,BRN,East Asia & Pacific,High income,1989,251458,66.29,NA,2985467979.28524
Brunei Darussalam,BRN,East Asia & Pacific,High income,1990,258721,66.438,NA,3520551724.13793
Brunei Darussalam,BRN,East Asia & Pacific,High income,1991,266210,66.585,NA,3701667052.55846
Brunei Darussalam,BRN,East Asia & Pacific,High income,1992,273892,67.078,NA,4183548189.07305
Brunei Darussalam,BRN,East Asia & Pacific,High income,1993,281681,67.604,NA,4105706151.75145
Brunei Darussalam,BRN,East Asia & Pacific,High income,1994,289454,68.126,NA,4087337959.93191
Brunei Darussalam,BRN,East Asia & Pacific,High income,1995,297114,68.644,NA,4734020036.68689
Brunei Darussalam,BRN,East Asia & Pacific,High income,1996,304622,69.158,NA,5115602836.87943
Brunei Darussalam,BRN,East Asia & Pacific,High income,1997,311958,69.666,NA,5197332974.13793
Brunei Darussalam,BRN,East Asia & Pacific,High income,1998,319144,70.17,NA,4051147227.53346
Brunei Darussalam,BRN,East Asia & Pacific,High income,1999,326210,70.669,NA,4600000000
Brunei Darussalam,BRN,East Asia & Pacific,High income,2000,333165,71.164,NA,6001153306.2645
Brunei Darussalam,BRN,East Asia & Pacific,High income,2001,340034,71.652,NA,5601090584.36122
Brunei Darussalam,BRN,East Asia & Pacific,High income,2002,346782,72.046,NA,5843329107.56171
Brunei Darussalam,BRN,East Asia & Pacific,High income,2003,353293,72.421,NA,6557333084.60567
Brunei Darussalam,BRN,East Asia & Pacific,High income,2004,359433,72.794,NA,7872333215.00414
Brunei Darussalam,BRN,East Asia & Pacific,High income,2005,365114,73.163,NA,9531402847.87311
Brunei Darussalam,BRN,East Asia & Pacific,High income,2006,370263,73.529,NA,11470703002.0769
Brunei Darussalam,BRN,East Asia & Pacific,High income,2007,374965,73.892,NA,12247694247.2298
Brunei Darussalam,BRN,East Asia & Pacific,High income,2008,379421,74.252,NA,14393099068.5859
Brunei Darussalam,BRN,East Asia & Pacific,High income,2009,383906,74.608,NA,10732366286.2643
Brunei Darussalam,BRN,East Asia & Pacific,High income,2010,388646,74.961,NA,13707370737.0737
Brunei Darussalam,BRN,East Asia & Pacific,High income,2011,393688,75.31,NA,18525319977.7407
Brunei Darussalam,BRN,East Asia & Pacific,High income,2012,398989,75.656,NA,19047940300.8963
Brunei Darussalam,BRN,East Asia & Pacific,High income,2013,404421,75.997,NA,18093829923.2737
Brunei Darussalam,BRN,East Asia & Pacific,High income,2014,409769,76.332,NA,17098342541.4365
Brunei Darussalam,BRN,East Asia & Pacific,High income,2015,414907,76.663,NA,12930394937.8137
Brunei Darussalam,BRN,East Asia & Pacific,High income,2016,419800,76.99,NA,11400854267.7188
Brunei Darussalam,BRN,East Asia & Pacific,High income,2017,424473,77.312,NA,12128104859.1498
Brunei Darussalam,BRN,East Asia & Pacific,High income,2018,428962,77.629,NA,13567351175.0315
Brunei Darussalam,BRN,East Asia & Pacific,High income,2019,433285,77.942,NA,13469422958.5105
Brunei Darussalam,BRN,East Asia & Pacific,High income,2020,NA,NA,NA,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1960,5722370,10.285,389280,637142865.714286
Cambodia,KHM,East Asia & Pacific,Lower middle income,1961,5872966,10.293,391899,642857134.285714
Cambodia,KHM,East Asia & Pacific,Lower middle income,1962,6028431,10.333,396562,660000008.571429
Cambodia,KHM,East Asia & Pacific,Lower middle income,1963,6183584,10.497,409295,728571437.142857
Cambodia,KHM,East Asia & Pacific,Lower middle income,1964,6331449,10.662,422455,782857128.571429
Cambodia,KHM,East Asia & Pacific,Lower middle income,1965,6467197,10.83,436001,868571428.571429
Cambodia,KHM,East Asia & Pacific,Lower middle income,1966,6585035,11,450000,914285714.285714
Cambodia,KHM,East Asia & Pacific,Lower middle income,1967,6685960,12.098,535143,962857134.285714
Cambodia,KHM,East Asia & Pacific,Lower middle income,1968,6779787,13.291,636548,1065714248.57143
Cambodia,KHM,East Asia & Pacific,Lower middle income,1969,6880623,14.579,756807,978873232.394366
Cambodia,KHM,East Asia & Pacific,Lower middle income,1970,6996576,15.97,900000,718401157.724163
Cambodia,KHM,East Asia & Pacific,Lower middle income,1971,7139647,18.717,1071053,969911421.39418
Cambodia,KHM,East Asia & Pacific,Lower middle income,1972,7302111,21.818,1274923,505549441.375077
Cambodia,KHM,East Asia & Pacific,Lower middle income,1973,7449238,25.263,1516870,702899155.982033
Cambodia,KHM,East Asia & Pacific,Lower middle income,1974,7533336,29.055,1805165,588443893.689773
Cambodia,KHM,East Asia & Pacific,Lower middle income,1975,7524447,4.477,100000,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1976,7404684,4.82,100000,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1977,7196042,5.186,100000,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1978,6957265,5.578,100000,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1979,6770396,5.999,100000,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1980,6693764,9.898,238267,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1981,6749847,12.742,373725,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1982,6919801,13.031,386386,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1983,7169997,13.325,399475,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1984,7447853,13.626,413027,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1985,7714880,13.931,427000,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1986,7960949,14.242,459322,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1987,8198082,14.559,494091,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1988,8435912,14.883,531545,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1989,8691334,15.211,571723,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1990,8975597,15.546,615000,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1991,9289299,15.887,639356,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1992,9623889,16.234,664712,NA
Cambodia,KHM,East Asia & Pacific,Lower middle income,1993,9970733,16.587,691000,2533727592.04165
Cambodia,KHM,East Asia & Pacific,Lower middle income,1994,10317899,16.946,759998,2791435272.26653
Cambodia,KHM,East Asia & Pacific,Lower middle income,1995,10656138,17.311,835885,3441205692.9166
Cambodia,KHM,East Asia & Pacific,Lower middle income,1996,10982917,17.683,919470,3506695719.57259
Cambodia,KHM,East Asia & Pacific,Lower middle income,1997,11298600,18.06,1011148,3443413388.6909
Cambodia,KHM,East Asia & Pacific,Lower middle income,1998,11600508,18.355,1087578,3120425502.58253
Cambodia,KHM,East Asia & Pacific,Lower middle income,1999,11886458,18.47,1117702,3517242477.2285
Cambodia,KHM,East Asia & Pacific,Lower middle income,2000,12155239,18.586,1148703,3677897739.07628
Cambodia,KHM,East Asia & Pacific,Lower middle income,2001,12405408,18.703,1180476,3984000517.02345
Cambodia,KHM,East Asia & Pacific,Lower middle income,2002,12637727,18.82,1213173,4284028482.53766
Cambodia,KHM,East Asia & Pacific,Lower middle income,2003,12856163,18.937,1246775,4658246918.27092
Cambodia,KHM,East Asia & Pacific,Lower middle income,2004,13066469,19.055,1281357,5337833248.03924
Cambodia,KHM,East Asia & Pacific,Lower middle income,2005,13273354,19.174,1316798,6293046161.83262
Cambodia,KHM,East Asia & Pacific,Lower middle income,2006,13477709,19.293,1353271,7274595706.67154
Cambodia,KHM,East Asia & Pacific,Lower middle income,2007,13679962,19.413,1390754,8639235842.18075
Cambodia,KHM,East Asia & Pacific,Lower middle income,2008,13883834,19.571,1431083,10351914093.1723
Cambodia,KHM,East Asia & Pacific,Lower middle income,2009,14093604,19.93,1476172,10401851850.6108
Cambodia,KHM,East Asia & Pacific,Lower middle income,2010,14312212,20.294,1522747,11242275198.9783
Cambodia,KHM,East Asia & Pacific,Lower middle income,2011,14541423,20.663,1570791,12829541141.0127
Cambodia,KHM,East Asia & Pacific,Lower middle income,2012,14780454,21.037,1620351,14054443213.4639
Cambodia,KHM,East Asia & Pacific,Lower middle income,2013,15026332,21.415,1671474,15227991395.2201
Cambodia,KHM,East Asia & Pacific,Lower middle income,2014,15274503,21.799,1724211,16702610842.4025
Cambodia,KHM,East Asia & Pacific,Lower middle income,2015,15521436,22.188,1778611,18049954289.4229
Cambodia,KHM,East Asia & Pacific,Lower middle income,2016,15766293,22.582,1834728,20016747754.0192
Cambodia,KHM,East Asia & Pacific,Lower middle income,2017,16009414,22.98,1892615,22177200511.5811
Cambodia,KHM,East Asia & Pacific,Lower middle income,2018,16249798,23.388,1952329,24571753583.4922
Cambodia,KHM,East Asia & Pacific,Lower middle income,2019,16486542,23.805,2014015,27089389786.979
Cambodia,KHM,East Asia & Pacific,Lower middle income,2020,NA,NA,NA,NA
China,CHN,East Asia & Pacific,Upper middle income,1960,667070000,16.203,6865312,59716467625.3148
China,CHN,East Asia & Pacific,Upper middle income,1961,660330000,16.708,6752117,50056868957.6732
China,CHN,East Asia & Pacific,Upper middle income,1962,665770000,17.226,6640636,47209359005.6057
China,CHN,East Asia & Pacific,Upper middle income,1963,682335000,17.757,6530995,50706799902.5104
China,CHN,East Asia & Pacific,Upper middle income,1964,698355000,18.299,6423017,59708343488.5043
China,CHN,East Asia & Pacific,Upper middle income,1965,715185000,18.086,6428131,70436266146.7219
China,CHN,East Asia & Pacific,Upper middle income,1966,735400000,17.915,6387638,76720285969.6157
China,CHN,East Asia & Pacific,Upper middle income,1967,754550000,17.785,6302144,72881631326.6715
China,CHN,East Asia & Pacific,Upper middle income,1968,774510000,17.656,6217680,70846535055.6503
China,CHN,East Asia & Pacific,Upper middle income,1969,796025000,17.528,6134575,79705906247.4612
China,CHN,East Asia & Pacific,Upper middle income,1970,818315000,17.4,6052468,92602973434.0726
China,CHN,East Asia & Pacific,Upper middle income,1971,841105000,17.292,5971461,99800958648.1436
China,CHN,East Asia & Pacific,Upper middle income,1972,862030000,17.184,5891428,113687586299.051
China,CHN,East Asia & Pacific,Upper middle income,1973,881940000,17.184,5812684,138544284708.957
China,CHN,East Asia & Pacific,Upper middle income,1974,900350000,17.292,5734886,144182133387.722
China,CHN,East Asia & Pacific,Upper middle income,1975,916395000,17.4,5658129,163431551779.761
China,CHN,East Asia & Pacific,Upper middle income,1976,930685000,17.46,5582296,153940455341.506
China,CHN,East Asia & Pacific,Upper middle income,1977,943455000,17.52,5507683,174938098826.569
China,CHN,East Asia & Pacific,Upper middle income,1978,956165000,17.9,5558902,149540752829.268
China,CHN,East Asia & Pacific,Upper middle income,1979,969005000,18.617,5740309,178280594413.043
China,CHN,East Asia & Pacific,Upper middle income,1980,981235000,19.358,5927898,191149211575
China,CHN,East Asia & Pacific,Upper middle income,1981,993885000,20.118,6121076,195866382432.54
China,CHN,East Asia & Pacific,Upper middle income,1982,1008630000,20.902,6320829,205089699858.779
China,CHN,East Asia & Pacific,Upper middle income,1983,1023310000,21.545,6569409,230686747153.257
China,CHN,East Asia & Pacific,Upper middle income,1984,1036825000,22.203,6828127,259946510957.143
China,CHN,East Asia & Pacific,Upper middle income,1985,1051040000,22.874,7096280,309488028132.653
China,CHN,East Asia & Pacific,Upper middle income,1986,1066790000,23.559,7375356,300758100107.246
China,CHN,East Asia & Pacific,Upper middle income,1987,1084035000,24.259,7665406,272972974764.574
China,CHN,East Asia & Pacific,Upper middle income,1988,1101630000,24.974,7967288,312353631207.819
China,CHN,East Asia & Pacific,Upper middle income,1989,1118650000,25.701,8280178,347768051311.741
China,CHN,East Asia & Pacific,Upper middle income,1990,1135185000,26.442,8605812,360857912565.966
China,CHN,East Asia & Pacific,Upper middle income,1991,1150780000,27.312,9050404,383373318083.624
China,CHN,East Asia & Pacific,Upper middle income,1992,1164970000,28.2,9518933,426915712711.146
China,CHN,East Asia & Pacific,Upper middle income,1993,1178440000,29.103,10010327,444731282436.762
China,CHN,East Asia & Pacific,Upper middle income,1994,1191835000,30.024,10527819,564324670005.917
China,CHN,East Asia & Pacific,Upper middle income,1995,1204855000,30.961,11072063,734547898220.508
China,CHN,East Asia & Pacific,Upper middle income,1996,1217550000,31.916,11645251,863746717503.789
China,CHN,East Asia & Pacific,Upper middle income,1997,1230075000,32.883,12246411,961603952951.82
China,CHN,East Asia & Pacific,Upper middle income,1998,1241935000,33.867,12879499,1029043097554.08
China,CHN,East Asia & Pacific,Upper middle income,1999,1252735000,34.865,13545316,1093997267271.06
China,CHN,East Asia & Pacific,Upper middle income,2000,1262645000,35.877,14246541,1211346869605.24
China,CHN,East Asia & Pacific,Upper middle income,2001,1271850000,37.093,14829537,1339395718865.3
China,CHN,East Asia & Pacific,Upper middle income,2002,1280400000,38.425,15357256,1470550015081.55
China,CHN,East Asia & Pacific,Upper middle income,2003,1288400000,39.776,15903755,1660287965662.68
China,CHN,East Asia & Pacific,Upper middle income,2004,1296075000,41.144,16470495,1955347004963.27
China,CHN,East Asia & Pacific,Upper middle income,2005,1303720000,42.522,17055788,2285965892360.54
China,CHN,East Asia & Pacific,Upper middle income,2006,1311020000,43.868,17662731,2752131773355.16
China,CHN,East Asia & Pacific,Upper middle income,2007,1317885000,45.199,18291272,3550342737010.84
China,CHN,East Asia & Pacific,Upper middle income,2008,1324655000,46.539,18943092,4594307032660.79
China,CHN,East Asia & Pacific,Upper middle income,2009,1331260000,47.88,19616251,5101703073086.04
China,CHN,East Asia & Pacific,Upper middle income,2010,1337705000,49.226,20314309,6087163874512.21
China,CHN,East Asia & Pacific,Upper middle income,2011,1344130000,50.511,20947904,7551500124203.36
China,CHN,East Asia & Pacific,Upper middle income,2012,1350695000,51.765,21555451,8532229986993.65
China,CHN,East Asia & Pacific,Upper middle income,2013,1357380000,53.013,22178874,9570406235659.64
China,CHN,East Asia & Pacific,Upper middle income,2014,1364270000,54.259,22821226,10475682920594.5
China,CHN,East Asia & Pacific,Upper middle income,2015,1371220000,55.5,23482181,11061553079876.4
China,CHN,East Asia & Pacific,Upper middle income,2016,1378665000,56.736,24163230,11233276536737.2
China,CHN,East Asia & Pacific,Upper middle income,2017,1386395000,57.96,24862075,12310409370892.8
China,CHN,East Asia & Pacific,Upper middle income,2018,1392730000,59.152,25582138,13894817549374.2
China,CHN,East Asia & Pacific,Upper middle income,2019,1397715000,60.308,26317104,14279937467431
China,CHN,East Asia & Pacific,Upper middle income,2020,NA,NA,NA,NA
